# Where each function name came from and why. One row per applied name (tools: names
# pipeline, see docs/style.md "Names"). T1 verified, T2 strong, T3 provisional (the name
# keeps its address). codes: E1 EA text, E2 TW06 name confirmed, E3 wrapper, E4 named
# data, E5 role from named neighbours.
address	name	previous_name	tier	codes	evidence	purpose	proposed_by	reviewed_by	date
800EFCC0	fn_800EFCC0	GameModeDriverPGATour_ComputeFirstPrizeForBracket	D	E4+E5	L1: returns aPrize[k][0]*1000 of tournament i, "prize amount, slot 0", no name of its own; L2: aPrize[k][0] is the TOTAL PURSE: fn_800D3478 (TW06 GM_Earnings_TournamentPayout) pays row 0 the [1] value and shares ([0]-[1]) among the other rows; guess GetPurse. Reconciler: checked fn_8011BAD4/fn_800D3478: nTotal = column [0], row 0 gets n = column [1]; EventInfo labels this column "Purse:". The TW06 name (applied by shape, no position hint) belongs to the sibling fn_800EFCFC. Swap prepared in audit-rec-A/followup (rename.py cannot swap two names in one pass)	Tournament i's total purse in bracket k, in dollars (aPrize[k][0] x 1000)	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800EFCFC	fn_800EFCFC	GameModeDriverPGATour_ComputePurseForBracket	D	E4+E5	L1: returns aPrize[k][1]*1000, the column 0x800EEA3C stores for a win, no name of its own; L2: aPrize[k][1] is the winner's share (first prize), also stored as aC8[].n6 on a win; guess GetWinnerEarnings. Reconciler: confirmed by the payout math (fn_800D3478 row 0 returns this value); "purse" is the other column. TW06's ComputePurseForBracket belongs to fn_800EFCC0; swap prepared in audit-rec-A/followup	Tournament i's first prize (the winner's share) in bracket k, in dollars (aPrize[k][1] x 1000)	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800EFF7C	fn_800EFF7C	GameModeDriverPGATour_GetWinnerEarningsString	D	E2+E5	L1: accepted the TW06 position hint GetWinnerEarningsString; formats the column-0 amount (fn_800EFCC0) as money text in the stored or live bracket; L2: CONFLICT with the hint: column [0] is the total purse and EventInfo shows this string as "Purse:"; guess GetPurseString. Reconciler: EA's labels agree with L2 (EventInfo fn_8011D280 and fn_8011D658: "Purse:" = this function; fn_8011D4DC: "Earnings:" after "Winner:" = fn_800F00F8). The TW06 position pairing is swapped with fn_800F00F8, so the name is contradicted by the code (not T1). Swap prepared in audit-rec-A/followup	Tournament i's total purse as money text, in the player's stored bracket for past events, else the current bracket	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800F00F8	fn_800F00F8	GameModeDriverPGATour_GetPurseString	D	E2+E5	L1: accepted the TW06 position hint GetPurseString; same shape as fn_800EFF7C with the column-1 amount (fn_800EFCFC); L2: CONFLICT with the hint: column [1] is the winner's share and EventInfo shows this string as "Earnings:"; guess GetWinnerEarningsString. Reconciler: confirmed (fn_8011D4DC: "Winner:", "Score:", "Earnings:" = this function); swapped with fn_800EFF7C in the TW06 position pairing. Swap prepared in audit-rec-A/followup	Tournament i's first prize (winner's share) as money text, in the stored or current bracket	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
80102104	GameMode4_GetEventCourse	GameMode4_GetEventCourse_80102104	T2	E4+E5	L1: Ladder_GetEventCourse, returns lbl_802124B8[nEvent].nCourse, a sibling accessor of the event table; L2: GameMode4_GetEventCourse high, callers index a course-name table with it and test it against NUM_COURSES - 1. Reconciler (promoted from T3): the menu caller fn_8012153C does strcpy(szCourse, lbl_80191990[nCourse]), and lbl_80191990 holds EA's course names ("Pebble Beach", "Princeville Resort", ...); GameMode4_StartEvent passes the same field to fn_800E14E0 (int nCourse), as GameMode5 does with a challenge's course	Returns the given ladder event's course	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
8010211C	GameMode4_GetEventHoles	GameMode4_GetEventHoles_8010211C	T2	E4+E5	L1: Ladder_GetEventHoles, returns lbl_802124B8[nEvent].nHoles (sibling accessor); L2: GameMode4_GetEventHoles high, the menu tests it <= 3 and StartEvent passes it to fn_800E1260. Reconciler (promoted from T3): the menu caller fn_8012153C copies lbl_80194714[nHoles], EA's strings "None", "All", "Front 9", "Back 9" (LadderMap.c:19)	Returns the given ladder event's hole selection (0 None, 1 All, 2 Front 9, 3 Back 9)	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
8010217C	fn_8010217C_GetEventKind	GameMode4_GetEventKind_8010217C	T3	E4	L1: Ladder_GetEventType: 0 if n1C is set, 1 if nChallenge, 2 for events 3/7/11/15/19/23/24, else 3; L2: GameMode4_GetEventType med, the same four cases, and 2 drives the every-fourth-event and ladder-complete messages in GameMode4_WinEvent. Reconciler: both agree on the behaviour; the categories rest on our field names and on deduction (n1C is unnamed)	Returns the event's kind: 0 when n1C is set, 1 a challenge, 2 events 3/7/11/15/19/23/24, 3 otherwise	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80102704	fn_80102704_WinSkinsEvent	GameMode4_WinSkinsEvent_80102704	T3	E4+E5	L1: the prize with margin 0 (fn_800D38F0(0, 1, 0, &nPrize)), then always fn_80102874; reached only from GameMode2's fn_800F9100; L2: same body, called from GameMode2 when bWon (L2 guessed "challenge"). Reconciler: the only caller is GameModeSkins_EndGame (GameMode2.c:363), when a ladder event is active and player 0 has the most skins; fn_800D38F0 with margin 0 is the event's base prize (Earnings.c:236). "Skins" rests on our GameMode2 names	A ladder event played as skins was won: pays its base prize, then scores the event won	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
800763BC	CA_vUpdateInternalFieldOfViewData	CA_vCalcFovScale_800763BC	T2	E2(moved)+E4+E5	L1: fB0 = fn_80014280(0.5 * fFov) / 0.57735026 (tan 30 deg), a tan-of-half-FOV scale; only caller fn_80045470 (gocamscripts, the FOV setter); "the tw06 hint on fn_800768E0 may belong here"; L2: fB0 = tan(fFov / 2) / tan(30 deg), 1.0 at 60 degrees, high; the only caller stores fFov and then calls it; "the TW06 hint CA_vUpdateInternalFieldOfViewData fits THIS function much better". Reconciler: the TW06 name moves here from fn_800768E0 (tw06-names.md: medium, PS2 nbr(r2,2)), where both lanes find a full lens reset that contradicts it. Here every word holds: it updates fB0, internal data derived from fFov (only this function writes CamLens.fB0; char.c fn_8001EFFC and the zoom-to-aim camera read it), and it runs right after each FOV change (gocamscripts.c:2873). The pairing most likely slipped along the CA_spCreateCamera edge (TW06's create probably calls it after an inlined init; ours reaches it through CA_vInitCamera and fn_80045470). T2, not T1: the hint was not on this address. CA_ is the unit's prefix (CA_spCreateCamera, T1)	Recomputes fB0 from the field of view: tan(fov / 2) / tan(30 degrees), 1.0 at 60 degrees	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80076664	fn_80076664_SetScaledLookAt	CA_vSetScaledLookAt_80076664	T3	E4	L1: CamLens_LookAtScaled, the same look-at as fn_8007646C plus a scale / reciprocal-scale pair in m84 and a scale-about-pCenter composition (four fn_800BADF8 multiplies); L2: GoCamera_LookAtScaled med, look-at, then m44 = m44 * T(c) * S * T(-c) and m4 updated with the inverse; m84[1] = pScale, m84[0] its reciprocal estimate. Reconciler: both agree on the behaviour; the scale-about-a-point reading is ours and there is one caller (ViewController fn_80016E90)	Aims the lens like CA_vSetLookAt, then scales the world by pScale around pCenter	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80076A0C	fn_80076A0C_SetType	CA_vSetType_80076A0C	T3	E4	L1: no name, a plain setter of nType; L2: GoCamera_SetType med (the reset sets 0; GoGrass sets 1 next to fB4/fB8 = 20 x 20). Reconciler: LLObj_Gc.c fn_80007D74 culls with frustum planes when the lens's type is 0 and with an fB4 x fB8 box otherwise, which supports "type"; but it is an 8-byte setter of a field we named	Sets the lens's type (0 perspective, else flat)	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80012898	UFont_SetMode	UFont_SetMode_80012898	T2	E4+E5	L1: UFont_SetDrawMode, n1B8 is switched on in fn_800128F8 (case 0 queued, case 1 immediate) and read back by fn_800128A4; L2: UFont_SetImmediateMode high, callers save and restore it (LLVideo) and uiText wraps it as on/off. Reconciler (promoted from T3): two independent lines: UFont_DrawString's switch (1 draws at once, 0 queues) and every caller (LLVideo.c:392-403 saves it, forces 1, restores it; Trax.c:184/195, uiText.c:250/254 and uiProcessInterface.c:125 set 1 around drawing and 0 after); the name claims only "mode"	Sets the draw mode: 0 queues strings for UFont_DrawQueue, 1 draws them at once	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
800128A4	UFont_GetMode	UFont_GetMode_800128A4	T2	E4+E5	L1: UFont_GetDrawMode, the paired getter of n1B8; L2: UFont_GetImmediateMode high, LLVideo saves it before forcing immediate mode. Reconciler (promoted from T3): as UFont_SetMode; LLVideo.c:392 keeps it in n20 and puts it back with UFont_SetMode	Returns the draw mode (0 queued, 1 at once)	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80012E00	fn_80012E00_CalcGradientScale	UFont_CalcGradientScale_80012E00	T3	E4	L1: no name, f0C = 1 / (f08 - f04) on placeholder fields; L2: UFont_UpdateGradientScale med, f04/f08 are the gradient range fn_8001208C uses (u -= f04; u *= f0C). Reconciler: both agree on the maths; "gradient" rests on L2's reading of LLFont's unaudited fn_8001208C	Computes f0C = 1 / (f08 - f04), which scales a position into the 0..1 gradient	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80012C54	fn_80012C54_SetWordWrap	UFont_SetWordWrap_80012C54	T3	E4	L1: no name (placeholder uA8); L2: UFont_SetWrapMode med, non-zero sends the draw through fn_80011D0C, which word-wraps the text inside the a8C box; uiProcessInterface turns it on and off. Reconciler: both agree it stores uA8; "word wrap" rests on L2's reading of unaudited LLFont code (fn_80011D0C)	Turns word-wrapped drawing (into the a8C box) on or off	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80012C84	fn_80012C84_SetFlags	UFont_SetFlags_80012C84	T3	E4	L1: no name (placeholder n9C); L2: UFont_SetAlignFlags high, bits 1/2/4 horizontal and 0x100/0x200/0x400 vertical alignment, 0x10000 a drop shadow, read from fn_8001144C. Reconciler: both agree it stores n9C; "flags" rests on L2's reading of unaudited LLFont code	Sets the current text settings' flag bits (alignment, shadow)	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
80012CB4	fn_80012CB4_SetWordWrapBox	UFont_SetWordWrapBox_80012CB4	T3	E4	L1: UFont_SetColor from the 4-float shape (contradicted: nothing reads a8C as a colour; UFont_PackColor's results go to u5C/uC8); L2: UFont_SetTextBox med, a8C = x, y, w, h of the wrap path's box, the 5th argument unused. Reconciler: L2 matches fn_80011D0C's use of a8C (corner, line-width limit, bottom = a8C[1] + a8C[3]); keeps the T3 reading of this morning	Sets the box (x, y, width, height) word-wrapped text is fitted into	Sonnet 5 (audit-l1-B) | Opus 5.5 (audit-l2-B)	Opus 5.5 (audit-rec-B)	2026-09-24
8016CFF8	fn_8016CFF8_SetSaveDescriptor	SFIOCreate	T3	E4+E5	L1: builds a local SFIODescriptor {pHeader, 0x2000, 0} with the data size from fn_8012C8D0 (EASB), passes it to fn_80175C88 (TagFile_SetDescriptor); no strings, no name; L2: the same, then maps the TagFile error to an EASB code with fn_8012C98C (raw 3 on a NULL header); guess "EASB set-save-descriptor helper". Reconciler: it creates nothing. It describes the save (one 8 KiB header block image plus the data size) just before EASBStorage fn_8012B27C starts the real create (TagFile_BeginSave -> SFIOCreateStart), so "Create" is misleading	Describes the Bio save to the file library (an 8 KiB header block image plus the data size from fn_8012C8D0) and returns the result as an EASB error code	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016D0A8	fn_8016D0A8	SFIOGetDefaultDescriptor	D	-	L1: returns gSFIODefaultDescriptor (a claim); "BM6D" is not a job-naming string; no name; L2: returns a static block starting "BM6D"; "descriptor" rests only on the global's name; no callers. Reconciler: the block is not an SFIODescriptor. Its 56 bytes are a BMP file header: "BM", file size 0x4436, pixel data at 0x436, 40-byte info header, 128 x 128, 1 plane, 8 bpp, 0x4000 image bytes, 2850 px/m, 256 colours	Returns a static BMP file header (128 x 128, 8-bit, 256 colours); nothing calls it	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016DA84	fn_8016DA84_StartUnmount	SFIOStartSelectDevice	T3	E4	L1: state BUSY_C (0xD), op 0x1A, calls pfnSelectDevice(eDevice) (the field name is a claim); L2: the same; that callback is the LAST step of every sequence, so it releases the device, and the SFIOFuncTable names look swapped. Reconciler: the slot-0x14 callback on the GameCube is TibExt fn_8012258C -> fn_8009DBAC -> CARDUnmount. "SelectDevice" came from the mislabelled field. EA asserts "SFIO_DEVICE_INVALID != eDevice" / "NULL != pProcess" name the unit only	After a failure: enters cleanup state 0xD (op 0x1A) and starts unmounting the device	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016EA60	fn_8016EA60_ContinueIdle	SFIOValidateErrorPassThrough	T3	E4	L1: returns eError unchanged; it guessed a validate-table slot "by elimination"; L2: returns eError; slot 0 (idle) of gSFIOContinueTable. Reconciler: the table initialisers put it only in gSFIOContinueTable[0]; the validate table's idle slot is SFIOReturnFirstArg, so "Validate" is wrong	Continuation for state 0 (idle): returns the error unchanged	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016EA94	fn_8016EA94_ContinueOpen	SFIOContinueSelect	T3	E4	L1: continuation for eState 3/6 driving pfnProbe/pfnStartProbe/pfnMount/pfnSelectDevice, the next device via fn_8016D3E8; L2: the OPEN sequence: op 1 ok -> find the name (op 2); found -> pfnMount (op 0x16) and the handle is stored; failures unmount; search mode tries the next device. Reconciler: pfnMount is TibExt fn_801225CC -> CARDFastOpen and the handle stays in the session, so this opens a file. "Select" came from the mislabelled pfnSelectDevice (it unmounts)	Continuation for an open (states 3, 6): finds the file on the mounted device and opens it; on a failure it unmounts and, when searching, tries the next device	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016EF90	fn_8016EF90_ContinueSeekReadWrite	SFIOContinueClose	T3	E4	L1: gated on eState 8/9/0xA, ops 0x1B/0x1C/0x1D, compares *pResult with uExpected54, errors -> fn_8016D834; L2: seek/write/read completion: ok -> done (0xA when the byte count differs); an error starts the cleanup chain at op 0x18. Reconciler: states 8/9/0xA are set only by SFIOSeek/SFIOWrite/SFIORead. Only the failure path closes anything	Continuation for a seek, write or read: done on success (0xA if the byte count differs); an error starts the close-and-unmount cleanup	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016F148	fn_8016F148_ContinueClose	SFIOContinueUnmount	T3	E4	L1: gated on eState 7; op 0x18 -> pfnOp19 (0x19) -> pfnSelectDevice (0x1A), failures to fn_8016D95C/fn_8016DA84; L2: the CloseFile step (state 7 is set only by SFIOEnd). Reconciler: on the GameCube op 0x19 is CARDClose (TibExt fn_80122630 -> fn_8009F488) and 0x1A is CARDUnmount. The file is closed first; "Unmount" names only the last step	Continuation for a close (state 7): op 0x18, then closes the file (0x19), then unmounts (0x1A)	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016FBB8	fn_8016FBB8_DeleteStart	SFIOBeginLoad	T3	E4	L1: validates name/device/idle, clears the session, picks the device (states 5/2), copies the name, pfnStartProbe, op 1; same body as 8016FE1C/8017009C; L2: DELETE start: states 2/5 continue in llSharedFileIO fn_801727C8, which finds the file, then calls pfn44/pfn24/pfn28. Reconciler: pfn24 = TibExt fn_801226AC -> fn_8009E758 -> CARDFastDeleteAsync; pfn28 = fn_80122700 -> fn_8009F5E4 (deletes MC_FILE_NAME); nothing is opened or read, so "Load" is wrong. Its sibling 8016FE1C is TW06's SFIOCreateStart (strong)	Starts deleting a save: picks the device (or the first/last one to search from) and mounts it	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8016FE1C	SFIOCreateStart	SFIOBeginSave	T1	E2	TW06: SFIOCreateStart (strong, PS2 nbr(r0,5), docs/tw06-names.md). L1: the same body as 8016FBB8 plus a strlen(pName) > 25 check, states 1/4; guessed a write/create path; L2: CREATE start: states 1/4 continue in llSharedFileIO fn_80171E94: the file must not exist yet (else 8), free space and entries are checked (0xE), it is created with uFileSize (pfn20), opened, the header block is written, then closed and unmounted. namecheck-ok: TW06 name verbatim; SFIO is the unit's EA prefix (SFIOIsInitialized in the asserts)	Starts creating a save file: picks the device (or the first/last one to search from) and mounts it; names over 25 characters are refused	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
8017009C	fn_8017009C_OpenStart	SFIOBeginDelete	T3	E4	L1: the same body again, states 6/3, no length check; L2: OPEN start: continues in 8016EA94 (find, then pfnMount returns the handle); the file stays open. Reconciler: pfnMount = TibExt fn_801225CC -> CARDFastOpen; EASBStorage fn_8012A2A8 (through TagFile_Delete) keeps the session and marks the file open. Nothing is deleted, so "Delete" is wrong	Starts opening a save: picks the device (or the first/last one to search from) and mounts it	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
80171294	fn_80171294_GetChecksumInterface	SFIOPlatformCall80172F48	T3	E3	L1: a pure forward to fn_80172F48 (llSharedFileIO), a "get the interface" style call; L2: fn_80172F48 stores CRC32_GetInterface() in *pp when pp is not NULL; TagFile.c:507 then calls ->pfnInit. Reconciler: the current name is the old T3 style, keyed to the callee's address instead of its own	Hands out the checksum function table the platform layer uses (CRC32 on the GameCube)	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
800EFCC0	GameModeDriverPGATour_ComputePurseForBracket	fn_800EFCC0	T2	E4+E5	L1: returns aPrize[k][0]*1000 ("prize amount, slot 0"); L2: the total purse (guess GetPurse). Reconciler: fn_8011BAD4 passes it as nTotal to fn_800D3478 (TW06 GM_Earnings_TournamentPayout), which gives row 0 the other column and shares (total - first prize) among the rest; EventInfo shows this column as "Purse:". TW06's name for it (the by-shape pairing had it on the sibling). Second step of a swap: applies after audit-rec-A/batch demoted both	Tournament i's total purse in bracket k, in dollars	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800EFCFC	GameModeDriverPGATour_ComputeFirstPrizeForBracket	fn_800EFCFC	T2	E4+E5	L1: returns aPrize[k][1]*1000, the column stored when the user wins; L2: the winner's share (guess GetWinnerEarnings). Reconciler: fn_800D3478 returns exactly this value for row 0 (the winner). TW06's name for it; second step of the swap	Tournament i's first prize (the winner's share) in bracket k, in dollars	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800EFF7C	GameModeDriverPGATour_GetPurseString	fn_800EFF7C	T2	E2+E5	L1: formats the column-0 amount as money text (accepted the TW06 hint GetWinnerEarningsString); L2: total purse, shown as "Purse:" (guess GetPurseString). Reconciler: EA's labels in EventInfo (fn_8011D280, fn_8011D658 "Purse:") use this function; TW06's GetPurseString, whose position pairing was swapped with fn_800F00F8. Second step of the swap	Tournament i's total purse as money text (stored bracket for past events, else the current one)	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800F00F8	GameModeDriverPGATour_GetWinnerEarningsString	fn_800F00F8	T2	E2+E5	L1: same shape with the column-1 amount (accepted the TW06 hint GetPurseString); L2: winner's share, shown as "Earnings:" (guess GetWinnerEarningsString). Reconciler: EventInfo fn_8011D4DC shows it as "Earnings:" after "Winner:" and "Score:"; TW06's GetWinnerEarningsString. Second step of the swap	Tournament i's first prize (winner's share) as money text	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
80077168	FE_UpdateMovieQueue	FE_GetBIOMovieName	T2	E1+E3+E5	L1: queued-movie playback update (fade + play): guarded by fn_80077148 (queue empty), builds "credits" with FE_MakeMoviePath (TW06, T1) and "bio%02d" in the bios folder, plays them with LLVideo_PlayFile (audited T2) and fn_80076FDC as the skip test, then advances nMovieNext; its only caller is gomainloop's per-frame list (gomainloop.c:1023); L2 (high): per-frame movie-queue player: while the ring is not empty, raises a black overlay by 0.05 a frame; at full black stops audio, plays the queued movie (credits, or bios/bioNN with NN = nBio + 1), resets the fade and advances the ring index (wrap at FE_NUM_MOVIES). The old TW06 name (Xbox anchor(1): the "bio%02d" string) fits a bio-name helper that is inlined here; this function returns nothing and runs the whole queue, so the old name was misleading. Stale after the rename (outside src/include): docs/tw06-names.md row 80077168 and docs/decomp-notes.md:785	Once a frame: while a movie is queued, fades the screen to black, then plays it (the credits or a golfer's bio) and takes it off the queue	Sonnet 5 (audit-l1-P) | Opus 5.5 (audit-l2-P)	Opus 5.5 (audit-rec-P)	2026-09-24
800775BC	fn_800775BC_LoadCreatedFromSave	Golfer_LoadCreatedFromSave	T3	E4	L1: for each session player on a created golfer (>= FIRST_CREATED_GOLFER) copies gpSaveData[i].createdGolfer over gGolferTable[golfer], putting back the 3 attributes fn_80079E44 flags, then frees the BIO copy (fn_80076EEC) and the FE work block lbl_80281ED4; L2 (high): the same ("commit created golfers, free FE memory"), the first half of the FE exit fn_80077428. T3: the reading rests on our own names (gpSaveData, createdGolfer, gGolferTable); Golfer_ is another unit's prefix and name_sources.tsv has no row for the old name	Puts each player's saved created golfer into the golfer table (keeping the table's 3 hidden attributes), then frees the front end's BIO copy and work block	Sonnet 5 (audit-l1-P) | Opus 5.5 (audit-l2-P)	Opus 5.5 (audit-rec-P)	2026-09-24
80174158	TagFile_StartOpen	TagFile_StartDelete	T2	E4+E5	L1: calls fn_8017009C (an SFIO start, shown unaudited), sets eOperation from its argument and step 4, clears the map; its only callers are the op-5 and op-4 starters, 'both begin some kind of open/find, sharing setup'; L2: starts an SFIO open of the named file (fn_8017009C, SFIO states 6/3), then sets the operation, step 4, and clears the map and its 4-byte checksum (guess 'begin open (common part)', med). Reconciler: fn_8017009C_OpenStart ends in TibExt -> CARDFastOpen (SharedFileIO audit), and TagFile_Update's op 4/5 path then reads every record header into the map. Nothing is deleted, so 'Delete' is wrong. Static helper of TagFile_Open (op 4) and TagFile_Reopen (op 5)	Shared start of an open: starts the SFIO open of the named file, sets the operation (4 open, 5 re-open) and step 4, and empties the map and its checksum	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174D6C	TagFile_Create	TagFile_BeginSave	T2	E3+E5	L1: sets eOperation 1 / step 1 and calls SFIOCreateStart directly, 'begin creating a new tag file'; L2: 'begin create' (high), rests on SFIOCreateStart. Reconciler: SFIOCreateStart is TW06's name (T1, SharedFileIO audit); its sequence makes the file and writes only SFIO's header block. No record is written here (that is TagFile_Write), so 'Save' claims more than the body does; Save/Load was a guess by shape, and its Load half deletes. When op 1 succeeds TagFile_Update sets bBusy, and the next plain open skips the record scan. TW06 PS2 candidate in the same file order: TagFileCreateStart (52 bytes, the size of its DeleteStart neighbour; ours are 0x84 each)	Starts creating the tag file (SFIO create, operation 1); a plain open right after it skips the record scan	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174DF0	fn_80174DF0_Delete	TagFile_BeginLoad	T3	E4	L1: sets eOperation 2 / step 2 and calls fn_8016FBB8 (shown unaudited) with the name, device and search direction; no name ('evidence insufficient'); L2: starts SFIO call fn_8016FBB8 (its own SFIO states 5/2); guess 'begin delete' (med), by elimination and because EASBStorage fn_8012B3B0 calls it on "EASB" and on completion wipes the session and all record state. Reconciler: fn_8016FBB8_DeleteStart ends in TibExt -> CARDFastDeleteAsync (SharedFileIO audit); nothing is read, so 'Load' is wrong. EASB operation 1 (lbl_80195520) runs only this step. L1 named no action and the callee rests on our own T3 name, so T3. TW06 PS2 candidate: TagFileDeleteStart (after CreateStart, the same size)	Starts deleting the tag file (SFIO delete, operation 2)	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174E74	TagFile_Reopen	TagFile_DeleteSession	T2	E4+E5	L1: copies the caller's session into the library state and runs the open helper as operation 5 with search direction -1; at the end of the scan operation 5 compares the map checksum with the saved session's, 'resume/reopen an existing session'; L2: 'begin re-open from saved session' (high). Reconciler: TagFile_Update returns TAG_ERROR_BAD_MAP_CHECKSUM for op 5 when the rebuilt map's checksum differs from Session.uChecksum (written by TagFile_End). Its only caller, EASBStorage fn_8012A364, returns EASB_ERROR_CANNOT_REOPEN (TW06's EASBErrorE name) when it may not run. Nothing is deleted, so 'Delete' is wrong	Re-opens the file a saved session refers to (operation 5): the record scan rebuilds the map and checks it against the session's map checksum	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174EE8	TagFile_Open	TagFile_Delete	T2	E5	L1: a pure forward to the open helper as operation 4, 'begin opening a tag file fresh' (no checksum check); L2: 'begin open' (high). Reconciler: the helper starts fn_8017009C_OpenStart (TibExt -> CARDFastOpen); TagFile_Update's op 4 path then gets the session info (SFIOGetSessionInfo), rewinds (SFIOSeek) and reads each record header into the map (SFIORead) until the end of the file. EASBStorage fn_8012A2A8 keeps the session and marks the file open. Nothing is deleted. TW06 PS2 candidate: TagFileOpenStart (a 28-byte forward after DeleteStart). Not a swap: the name TagFile_Delete is not reused (the delete start becomes fn_80174DF0_Delete)	Starts opening the named tag file (operation 4); TagFile_Update then reads its record headers into the map	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
800D2CB0	fn_800D2CB0_HoleWindDir	Hole_WindDir	T3	E4+E5	L1: returns lbl_801FA2F4[fn_80008830()].aHoles[fn_80015464()].nWindDir, only caller fn_80055FC8 (Ball); no text, no name (the field name is a claim); L2: returns the int nWindDir of the current course and hole, med; its one caller reads it with fn_800D2CF8's float and zeroes both when gpGame->bNoWind. Reconciler: behaviour agreed, but "wind" rests on our own names (nWindDir, bNoWind, Wind_Generate/Wind_Set, docs/gameplay.md), so our Hole_WindDir becomes T3	the current hole's authored wind direction from the 'CRI ' course table (0 with no speed: Wind_Generate rolls one)	Sonnet 5 (audit-l1-Z) | Opus 5.5 (audit-l2-Z)	Opus 5.5 (audit-rec-Z)	2026-09-24
